org.jext.JextFrame,uses,org.jext.menus.JextRecentMenu,0,1,0,Fail
org.jext.event.JextEvent,uses,org.jext.JextFrame,0,1,0,Fail
org.jext.JextFrame,uses,org.jext.misc.FindAccessory,0,1,0,Fail
org.jext.JextFrame,uses,org.jext.misc.Workspaces,0,1,0,Fail
org.jext.JextFrame,uses,org.jext.misc.AutoSave,0,1,0,Fail
org.jext.JextFrame,uses,org.gjt.sp.jedit.textarea.InputHandler,0,1,0,Fail
org.jext.Jext,uses,org.gjt.sp.jedit.textarea.DefaultInputHandler,0,1,0,Fail
org.jext.Jext,uses,org.jext.misc.VersionCheck,0,1,0,Fail
org.jext.JextFrame,uses,org.jext.misc.VirtualFolders,0,1,0,Fail
org.jext.menus.JextRecentMenu,uses,org.jext.Jext,0,0,1,Fail
org.jext.Plugin,uses,org.jext.options.OptionsDialog,0,1,0,Fail
org.jext.gui.JextHighlightButton,uses,org.jext.Jext,0,0,0,Pass
source,type,target,isInstiationFailed,precondFailed,isCompilationFailed,result
org.jext.JextFrame,uses,org.jext.console.Console,0,1,0,Fail
org.gjt.sp.jedit.textarea.JEditTextArea,uses,org.jext.JextFrame,0,1,0,Fail
org.jext.JextFrame,uses,org.jext.project.DefaultProjectManagement,0,1,0,Fail
org.jext.JextTextArea,uses,org.jext.misc.Workspaces,0,1,0,Fail
org.jext.Jext,uses,org.jext.actions.CompleteWordAll,0,1,0,Fail
org.jext.JextFrame,uses,org.jext.toolbar.JextToolBar,0,1,0,Fail
org.jext.event.JextEvent,uses,org.jext.JextTextArea,0,1,0,Fail
org.jext.JextFrame,uses,org.jext.xinsert.XTree,0,1,0,Fail
org.jext.Jext,uses,org.jext.actions.Print,0,1,0,Fail
org.jext.Jext,uses,org.jext.scripting.python.Run,0,0,1,Fail
org.jext.JextFrame,uses,org.jext.xml.XMenuReader,0,0,0,Pass
org.jext.Jext,uses,org.jext.actions.CompleteWord,0,1,0,Fail
org.jext.JextFrame,uses,org.jext.scripting.python.PythonLogWindow,0,1,0,Fail
org.jext.actions.CompleteWord,uses,org.jext.misc.CompleteWordList,0,1,0,Fail
org.jext.JextTextArea,uses,org.jext.misc.ZipExplorer,0,1,0,Fail
org.jext.Jext,uses,org.jext.textarea.IndentOnTab,0,1,0,Fail
org.jext.JextFrame,uses,org.jext.misc.SaveDialog,0,1,0,Fail
org.jext.JextFrame,uses,org.jext.xml.XMenuHandler,0,1,0,Fail
org.jext.Jext,uses,org.jext.actions.BeginLine,0,1,0,Fail
org.jext.Jext,uses,org.jext.actions.EndLine,0,1,0,Fail
org.jext.Jext,uses,org.jext.actions.OpenUrl,0,1,0,Fail
org.jext.Jext,uses,org.jext.actions.CreateTemplate,0,1,0,Fail
org.jext.JextFrame,uses,org.jext.xml.XBarReader,0,0,1,Fail
org.jext.Jext,uses,org.jext.misc.TabSwitcher,0,1,0,Fail
org.jext.Jext,uses,org.jext.scripting.dawn.Run,0,0,1,Fail
org.jext.xml.XPopupReader,uses,org.jext.Jext,0,0,0,Pass
org.jext.actions.CompleteWordAll,uses,org.jext.misc.CompleteWordList,0,1,0,Fail
org.gjt.sp.jedit.textarea.TextAreaPainter,uses,org.jext.JextTextArea,0,1,0,Fail
org.jext.Jext,uses,org.jext.actions.RightIndent,0,1,0,Fail
org.jext.Jext,uses,org.jext.actions.BoxComment,0,1,0,Fail
org.jext.Jext,uses,org.jext.actions.JoinAllLines,0,1,0,Fail
org.jext.Jext,uses,org.jext.actions.JoinLines,0,1,0,Fail
org.jext.Jext,uses,org.jext.actions.LeftIndent,0,1,0,Fail
org.jext.Jext,uses,org.jext.actions.WordCount,0,1,0,Fail
org.jext.scripting.python.Run,uses,org.jext.console.Console,0,1,0,Fail
org.jext.Jext,uses,org.jext.textarea.IndentOnEnter,0,1,0,Fail
org.jext.Jext,uses,org.jext.xml.OneClickActionsReader,0,0,0,Pass
org.jext.GUIUtilities,uses,org.jext.gui.EnhancedMenuItem,0,1,0,Fail
org.jext.JextFrame,uses,org.jext.gui.JextButton,0,0,0,Pass
org.jext.Jext,uses,org.jext.gui.JextButton,0,0,0,Pass
org.jext.JextFrame,uses,org.jext.scripting.dawn.DawnLogWindow,0,1,0,Fail
org.gjt.sp.jedit.textarea.TextAreaPainter,uses,org.jext.Utilities,0,0,0,Pass
org.jext.scripting.python.Run,uses,org.jext.Jext,0,0,0,Pass
org.jext.JextTextArea,uses,org.jext.search.SearchHighlight,0,1,0,Fail
org.jext.Jext,uses,org.jext.actions.SimpleUnComment,0,1,0,Fail
org.jext.Jext,uses,org.jext.actions.ToLowerCase,0,1,0,Fail
org.jext.Jext,uses,org.jext.actions.SpacesToTabs,0,1,0,Fail
org.jext.Jext,uses,org.jext.actions.ToUpperCase,0,1,0,Fail
org.jext.Jext,uses,org.jext.actions.SimpleComment,0,1,0,Fail
org.jext.Jext,uses,org.jext.actions.WingComment,0,1,0,Fail
org.jext.Jext,uses,org.jext.actions.TabsToSpaces,0,1,0,Fail
org.jext.Jext,uses,org.jext.actions.RemoveWhitespace,0,1,0,Fail
org.jext.JextTextArea,uses,org.jext.search.Search,0,0,1,Fail
